"PID","Lot Frontage","Lot Area","Street","Alley","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Year Built","Year Remod/Add","MS Zoning","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Mas Vnr Area","Foundation","Heating","Central Air","Electrical","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Kitchen AbvGr","TotRms AbvGrd","Functional","Fireplaces","Fireplace Qu","Paved Drive","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Fence","MS SubClass","Sale Type","Sale Condition","SalePrice","Full Bath","Half Bath","Bedroom","Gr Liv Area","Mo Sold","Yr Sold","Garage Type","Garage Yr Blt","Garage Finish","Garage Cars","Garage Area","Garage Qual","Garage Cond","Pool Area","Pool QC","Bsmt Qual","Bsmt Exposure","Bsmt Cond","BsmtFin Type 1","BsmtFin SF 1","BsmtFin Type 2","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","Bsmt Full Bath","Bsmt Half Bath","Misc Feature","Misc Val","Exter Cond","Exter Qual","Kitchen Qual","Heating QC"
"906382030","86","11210","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","College Creek","Norm","Normal","1Fam","1Story","7","5","2005","2006","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","240","PConc","GasA","true","SBrkr","1614","0","0","1","7","Typ","0","NA","Y","144","59","0","0","0","NA","20","New","Partial","221500","2","0","3","1614","7","2006","Attchd","2005","RFn","3","865","TA","TA","0","NA","Gd","Av","TA","GLQ","20","Unf","0","1594","1614","0","false","NA","0","3-","2-","2-","1-"
"906392090","90","13377","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","College Creek","Norm","Normal","1Fam","1Story","6","5","2006","2006","A (agr)","Hip","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","1846","0","0","1","7","Typ","1","Gd","Y","0","32","0","0","0","NA","20","New","Partial","233555","2","0","3","1846","7","2006","Attchd","2006","RFn","2","495","TA","TA","0","NA","Gd","No","TA","GLQ","1576","Unf","0","260","1836","1","false","NA","0","3-","2-","2-","2-"
"916402125","54","13811","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Timberland","Norm","Normal","1Fam","1Story","6","6","1987","1987","A (agr)","Gable","CompShg","HdBoard","HdBoard","BrkFace","72","CBlock","GasA","true","SBrkr","1137","0","0","1","5","Typ","1","TA","Y","125","0","0","0","0","NA","20","WD ","Normal","176000","2","0","2","1137","7","2006","Attchd","1987","Unf","2","551","TA","TA","0","NA","Gd","No","Gd","GLQ","980","LwQ","40","92","1112","1","false","NA","0","3-","3-","2-","2-"
"528138020","79","14122","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Northridge Heights","Norm","Normal","1Fam","1Story","8","5","2005","2006","A (agr)","Hip","CompShg","CemntBd","CmentBd","BrkFace","240","PConc","GasA","true","SBrkr","1822","0","0","1","8","Typ","1","Gd","Y","0","119","0","0","0","NA","20","WD ","Normal","259000","2","0","3","1822","2","2010","Attchd","2005","RFn","3","678","TA","TA","0","NA","Ex","No","TA","GLQ","28","Unf","0","1794","1822","0","false","NA","0","3-","2-","1-","1-"
"905451330","68","9571","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1Story","5","6","1956","1956","A (agr)","Hip","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","FuseA","1509","0","0","1","6","Typ","1","TA","Y","158","0","0","0","576","MnPrv","20","WD ","Normal","159900","1","0","3","1509","7","2008","Attchd","1956","Unf","1","322","TA","TA","0","NA","TA","Av","TA","Rec","870","Unf","0","639","1509","1","false","NA","0","3-","3-","2-","3-"
"906202040","0","11200","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Sawyer West","Norm","Normal","1Fam","1Story","6","5","1985","1985","A (agr)","Gable","CompShg","Wd Sdng","Wd Shng","BrkFace","85","CBlock","GasA","true","SBrkr","1298","0","0","1","5","Typ","1","TA","Y","165","26","0","0","0","NA","20","WD ","Normal","180000","2","0","3","1298","5","2006","Attchd","1985","Unf","2","403","TA","TA","0","NA","Gd","No","TA","GLQ","1258","Unf","0","40","1298","1","false","NA","0","3-","2-","2-","3-"
"908152070","0","7917","Pave","NA","Slightly irregular","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Normal","1Fam","1Story","6","7","1976","1976","A (agr)","Hip","CompShg","HdBoard","HdBoard","BrkFace","174","CBlock","GasA","true","SBrkr","1113","0","0","1","6","Typ","1","Fa","Y","370","30","0","0","0","GdPrv","20","WD ","Normal","148000","1","1","3","1113","5","2007","Attchd","1987","RFn","1","504","TA","Gd","0","NA","TA","No","Gd","BLQ","751","Unf","0","392","1143","1","false","NA","0","2-","3-","3-","3-"
"909475020","0","16381","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Crawford","Norm","Normal","1Fam","1Story","6","5","1969","1969","A (agr)","Gable","CompShg","Plywood","Plywood","BrkFace","312","CBlock","GasA","true","SBrkr","1844","0","0","1","7","Typ","1","TA","Y","0","73","216","0","0","NA","20","WD ","Normal","223000","2","0","3","1844","12","2006","Attchd","1969","RFn","2","540","TA","TA","0","NA","TA","Av","TA","Rec","1110","Unf","0","734","1844","1","false","NA","0","2-","2-","2-","2-"
"916326010","0","16669","Pave","NA","Slightly irregular","Lvl","AllPub","Corner","Gtl","Timberland","Norm","Normal","1Fam","1Story","8","6","1981","1981","A (agr)","Hip","WdShake","Plywood","Plywood","BrkFace","653","CBlock","GasA","true","SBrkr","1707","0","0","1","6","Typ","1","TA","Y","574","64","0","0","0","NA","20","WD ","Normal","228000","2","1","2","1707","1","2006","Attchd","1981","RFn","2","511","TA","TA","0","NA","Gd","No","TA","Unf","0","Unf","0","1686","1686","0","false","NA","0","3-","2-","3-","3-"
"916326090","149","19958","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Timberland","Norm","Normal","1Fam","1Story","6","8","1958","1995","A (agr)","Hip","CompShg","HdBoard","HdBoard","BrkFace","1224","CBlock","GasA","true","SBrkr","2279","0","0","1","7","Typ","1","Gd","Y","274","0","0","0","138","GdPrv","20","WD ","Normal","257000","2","1","4","2279","7","2007","Attchd","1958","RFn","2","461","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","585","585","0","false","NA","0","2-","3-","2-","2-"
"921126010","93","15306","Pave","NA","Slightly irregular","HLS","AllPub","Corner","Gtl","Timberland","Norm","Normal","1Fam","1Story","8","5","2006","2007","A (agr)","Gable","CompShg","VinylSd","VinylSd","Stone","100","PConc","GasA","true","SBrkr","1776","0","0","1","7","Typ","1","Gd","Y","0","0","0","0","0","NA","20","New","Partial","283463","2","0","3","1776","5","2007","Attchd","2006","Fin","3","712","TA","TA","0","NA","Ex","Gd","TA","GLQ","80","Unf","0","1652","1732","1","false","NA","0","3-","2-","2-","1-"
"923400150","63","10712","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Mitchell","Norm","Normal","1Fam","1Story","5","5","1991","1992","A (agr)","Gable","CompShg","HdBoard","HdBoard","None","0","PConc","GasA","true","SBrkr","974","0","0","1","5","Typ","0","NA","Y","0","28","0","0","0","MnPrv","20","Oth","Abnorml","93500","1","0","3","974","9","2007","NA","0","NA","0","0","NA","NA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","3-","3-","3-","3-"
"527402220","0","8750","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","6","1970","1970","A (agr)","Gable","CompShg","MetalSd","MetalSd","BrkFace","76","CBlock","GasA","true","SBrkr","1002","0","0","1","5","Typ","0","NA","Y","0","0","0","0","0","MnPrv","20","WD ","Normal","148500","1","0","3","1002","8","2009","Detchd","1973","Unf","2","902","TA","TA","0","NA","TA","No","TA","BLQ","828","Unf","0","174","1002","1","false","NA","0","3-","3-","3-","3-"
"528176010","110","14300","Pave","NA","Regular","HLS","AllPub","Inside","Mod","Northridge Heights","Norm","Normal","1Fam","1Story","9","5","2003","2004","A (agr)","Hip","CompShg","VinylSd","VinylSd","BrkFace","1095","PConc","GasA","true","SBrkr","2696","0","0","1","10","Typ","2","Gd","Y","220","150","0","0","0","NA","20","WD ","Normal","500000","2","1","3","2696","6","2010","Attchd","2003","Fin","3","958","TA","TA","0","NA","Ex","Gd","TA","GLQ","1373","Unf","0","1473","2846","1","false","NA","0","3-","1-","1-","1-"
"907194160","65","10739","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","College Creek","Norm","Normal","1Fam","1Story","7","5","2002","2001","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","68","PConc","GasA","true","SBrkr","1444","0","0","1","6","Typ","0","NA","Y","144","40","0","0","0","NA","20","WD ","Normal","203000","2","0","3","1444","4","2009","Attchd","2002","RFn","2","577","TA","TA","0","NA","Gd","No","TA","GLQ","1259","Unf","0","172","1431","1","false","NA","0","3-","2-","2-","1-"
"908102100","70","9170","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","Edwards","Adjacent to feeder street","Normal","1Fam","1Story","5","7","1965","1965","A (agr)","Hip","CompShg","MetalSd","MetalSd","None","0","CBlock","GasA","true","SBrkr","1214","0","0","1","6","Typ","0","NA","Y","0","0","184","0","0","GdPrv","20","WD ","Normal","140000","1","0","2","1214","4","2007","Detchd","1965","Unf","2","461","Fa","Fa","0","NA","TA","No","TA","ALQ","698","GLQ","96","420","1214","1","false","Shed","400","3-","3-","3-","1-"
"916475040","85","14601","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Timberland","Norm","Normal","1Fam","1Story","9","5","2006","2006","A (agr)","Hip","CompShg","VinylSd","VinylSd","BrkFace","584","PConc","GasA","true","SBrkr","1838","0","0","1","8","Typ","1","Gd","Y","270","68","0","0","0","NA","20","WD ","Normal","315000","2","0","2","1838","3","2009","Attchd","2006","Fin","3","765","TA","TA","0","NA","Ex","Av","TA","GLQ","1260","Unf","0","578","1838","1","false","NA","0","3-","1-","1-","1-"
"528435050","85","10130","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Normal","1Fam","1Story","8","5","2007","2007","A (agr)","Gable","CompShg","VinylSd","VinylSd","Stone","260","PConc","GasA","true","SBrkr","1702","0","0","1","7","Typ","1","Gd","Y","0","69","0","0","0","NA","20","WD ","Normal","275500","2","0","3","1702","3","2009","Attchd","2007","RFn","3","844","TA","TA","0","NA","Gd","Av","TA","GLQ","1294","Unf","0","408","1702","1","false","NA","0","3-","2-","2-","1-"
"905403150","85","10452","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1Story","6","5","1953","1953","A (agr)","Hip","CompShg","Wd Sdng","Wd Sdng","Stone","216","CBlock","GasA","true","SBrkr","1094","0","0","1","5","Typ","2","Gd","Y","0","0","0","0","287","NA","20","WD ","Normal","155000","1","0","3","1094","6","2008","Attchd","1953","RFn","2","495","TA","TA","0","NA","TA","Mn","TA","Rec","500","Unf","0","594","1094","0","false","NA","0","3-","3-","3-","1-"
"905478140","58","9280","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1Story","5","6","1951","1951","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","SBrkr","1342","0","0","1","7","Typ","0","NA","Y","0","0","0","0","0","NA","20","WD ","Normal","125000","1","0","4","1342","4","2007","Detchd","1951","Unf","1","256","TA","TA","0","NA","Fa","No","TA","ALQ","557","Unf","0","785","1342","1","false","NA","0","3-","3-","3-","1-"
"909475300","0","21695","Pave","NA","Slightly irregular","Lvl","AllPub","Corner","Gtl","Crawford","Norm","Normal","1Fam","1Story","6","9","1988","2007","A (agr)","Hip","CompShg","Wd Sdng","Plywood","BrkFace","260","CBlock","GasA","true","SBrkr","1680","0","0","1","5","Typ","1","Gd","Y","292","44","0","182","0","NA","20","WD ","Normal","222000","2","0","3","1680","12","2009","Attchd","1988","Fin","2","540","TA","TA","0","NA","Gd","No","TA","GLQ","808","Unf","0","72","880","1","false","NA","0","2-","2-","2-","1-"
"923227080","83","13383","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Mod","Mitchell","Norm","Normal","1Fam","1Story","5","5","1969","2000","A (agr)","Hip","CompShg","HdBoard","HdBoard","BrkFace","176","CBlock","GasA","true","SBrkr","1404","0","0","1","7","Typ","1","Po","Y","0","16","0","0","0","NA","20","WD ","Normal","160000","2","0","3","1404","3","2009","Attchd","1969","Unf","2","504","TA","TA","0","NA","TA","No","TA","BLQ","594","Unf","0","594","1188","0","false","NA","0","3-","3-","3-","1-"
"528166060","103","13472","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Northridge Heights","Norm","Normal","1Fam","1Story","10","5","2003","2003","A (agr)","Hip","CompShg","VinylSd","VinylSd","BrkFace","922","PConc","GasA","true","SBrkr","2392","0","0","1","8","Typ","1","Ex","Y","248","105","0","0","0","NA","20","WD ","Normal","386250","2","0","3","2392","6","2009","Attchd","2003","Fin","3","968","TA","TA","0","NA","Ex","Gd","TA","GLQ","56","Unf","0","2336","2392","0","false","NA","0","3-","1-","1-","1-"
"535302080","60","10950","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","7","1952","1952","A (agr)","Gable","CompShg","WdShing","Wd Shng","None","0","CBlock","GasA","true","SBrkr","1064","0","0","1","4","Typ","0","NA","Y","0","0","0","0","0","NA","20","WD ","Normal","135000","1","0","2","1064","5","2010","Detchd","1952","Unf","1","318","TA","TA","0","NA","TA","No","TA","BLQ","339","Unf","0","525","864","0","true","NA","0","3-","3-","4-","3-"
"535403150","79","8910","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","North Ames","Norm","Normal","1Fam","1Story","6","6","1959","1959","A (agr)","Hip","CompShg","BrkFace","BrkFace","None","0","CBlock","GasA","true","SBrkr","1194","0","0","1","6","Typ","1","Fa","Y","0","0","192","0","0","NA","20","WD ","Normal","159500","1","0","3","1194","7","2006","BuiltIn","1954","Fin","2","539","TA","TA","0","NA","TA","Mn","TA","ALQ","655","Unf","0","0","655","0","true","NA","0","3-","3-","3-","1-"
"535426150","80","9000","Pave","NA","Slightly irregular","HLS","AllPub","Inside","Mod","North Ames","Norm","Normal","1Fam","1Story","6","6","1958","1958","A (agr)","Flat","Tar&Grv","Wd Sdng","Wd Sdng","BrkFace","82","CBlock","GasA","true","SBrkr","1142","0","0","1","5","Typ","1","Gd","Y","0","28","64","0","0","NA","20","WD ","Normal","113500","1","0","2","1142","4","2009","Basment","1958","RFn","1","384","TA","TA","0","NA","Gd","Gd","TA","Unf","0","Unf","0","160","160","0","false","NA","0","3-","3-","3-","4-"
"535453160","70","7560","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","5","1959","1959","A (agr)","Gable","CompShg","BrkFace","Wd Sdng","None","0","CBlock","GasA","true","FuseA","1040","0","0","1","6","Typ","0","NA","Y","140","0","252","0","0","GdWo","20","WD ","Normal","133700","1","0","3","1040","7","2006","Attchd","1959","RFn","1","286","TA","TA","0","NA","TA","No","TA","LwQ","369","Unf","0","671","1040","0","false","NA","0","3-","3-","3-","3-"
"916382110","79","14463","Pave","NA","Slightly irregular","HLS","AllPub","Corner","Gtl","Timberland","Norm","Normal","1Fam","1Story","9","5","2008","2008","A (agr)","Gable","CompShg","CemntBd","CmentBd","BrkFace","406","PConc","GasA","true","SBrkr","1641","0","0","1","7","Typ","0","NA","Y","0","95","0","0","0","NA","20","WD ","Normal","316500","2","0","3","1641","1","2009","Attchd","2008","Fin","3","885","TA","TA","0","NA","Ex","Gd","TA","GLQ","1115","Unf","0","526","1641","1","false","NA","0","3-","1-","1-","1-"
"527455240","65","7150","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","5","1967","1967","A (agr)","Gable","CompShg","HdBoard","HdBoard","BrkFace","60","CBlock","GasA","true","SBrkr","892","0","0","1","5","Typ","0","NA","Y","0","0","0","0","0","GdWo","20","WD ","Normal","100000","1","0","3","892","7","2009","Attchd","1967","RFn","1","288","TA","TA","0","NA","TA","No","TA","BLQ","432","Unf","0","460","892","0","false","NA","0","3-","3-","3-","3-"
"528231010","182","14572","Pave","NA","Irregular","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Normal","1Fam","1Story","7","5","2004","2004","A (agr)","Hip","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","1530","0","0","1","7","Typ","1","Gd","Y","144","36","0","0","0","NA","20","WD ","Family","259000","2","0","3","1530","11","2007","Attchd","2004","Fin","3","630","TA","TA","0","NA","Gd","Av","TA","GLQ","1300","Unf","0","230","1530","1","false","NA","0","3-","2-","2-","1-"
"528429120","49","20896","Pave","NA","Moderately Irregular","Lvl","AllPub","CulDSac","Gtl","Somerset","RRAn","Normal","1Fam","1Story","8","5","2005","2006","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","2097","0","0","1","8","Typ","1","Ex","Y","192","267","0","0","0","NA","20","New","Partial","423000","1","1","1","2097","1","2006","Attchd","2005","Fin","3","1134","TA","TA","0","NA","Ex","Mn","TA","GLQ","1721","Unf","0","356","2077","1","false","NA","0","3-","2-","1-","1-"
"535179050","69","14850","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","5","1957","1957","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","FuseA","1092","0","0","1","6","Typ","1","TA","Y","268","0","0","0","122","MnWw","20","WD ","Normal","141000","1","0","2","1092","5","2006","Attchd","1957","Fin","1","299","TA","TA","0","NA","TA","No","TA","Rec","895","Unf","0","197","1092","1","false","NA","0","3-","3-","3-","3-"
"535376090","90","5400","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Old Town","Norm","Normal","1Fam","1Story","5","7","1954","2000","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","CBlock","GasA","true","SBrkr","833","0","0","1","4","Typ","0","NA","Y","0","0","0","0","0","MnPrv","20","WD ","Normal","117000","1","0","2","833","8","2006","Detchd","1955","Unf","1","326","TA","TA","0","NA","TA","No","TA","Rec","415","Unf","0","418","833","0","false","NA","0","2-","3-","2-","1-"
"535457050","70","7000","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","North Ames","Adjacent to feeder street","Normal","1Fam","1Story","5","6","1961","1961","A (agr)","Gable","CompShg","BrkFace","Wd Sdng","None","0","Slab","GasA","true","SBrkr","925","0","0","1","7","Typ","0","NA","Y","0","0","0","0","0","NA","20","WD ","Normal","99000","1","0","3","925","7","2007","Attchd","1961","Fin","1","300","TA","TA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","3-","3-","3-","2-"
"907200340","75","10650","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","College Creek","Norm","Normal","1Fam","1Story","5","6","1976","1976","A (agr)","Gable","CompShg","HdBoard","HdBoard","None","0","CBlock","GasA","true","SBrkr","894","0","0","1","5","Typ","0","NA","Y","365","0","0","0","0","MnPrv","20","WD ","Normal","128200","1","0","3","894","2","2010","Attchd","1976","Unf","1","308","TA","TA","0","NA","TA","Av","Gd","LwQ","182","ALQ","712","0","894","1","false","NA","0","3-","3-","3-","3-"
"907203060","70","7700","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","College Creek","Norm","Normal","1Fam","1Story","5","5","1972","1972","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","SBrkr","882","0","0","1","5","Typ","0","NA","Y","96","0","0","0","0","MnPrv","20","WD ","Normal","112500","1","0","3","882","3","2007","Detchd","1980","Unf","2","461","TA","TA","0","NA","TA","No","TA","LwQ","138","Rec","468","276","882","1","false","NA","0","3-","3-","3-","3-"
"916325040","0","50102","Pave","NA","Slightly irregular","Low","AllPub","Inside","Mod","Timberland","Norm","Normal","1Fam","1Story","6","5","1958","1958","A (agr)","Gable","Tar&Grv","Plywood","Plywood","None","0","CBlock","GasA","true","SBrkr","1650","0","0","1","6","Typ","2","Gd","Y","0","0","0","0","138","NA","20","WD ","Alloca","250764","1","0","2","1650","3","2006","Attchd","1958","Unf","2","518","TA","TA","0","NA","Gd","Gd","TA","BLQ","909","Unf","0","723","1632","1","false","NA","0","3-","3-","3-","3-"
"528120060","83","10159","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Northridge Heights","Norm","Normal","1Fam","1Story","9","5","2009","2010","A (agr)","Hip","CompShg","VinylSd","VinylSd","Stone","450","PConc","GasA","true","SBrkr","1940","0","0","1","8","Typ","1","Gd","Y","168","95","0","0","0","NA","20","New","Partial","395192","2","1","3","1940","4","2010","Attchd","2010","Fin","3","606","TA","TA","0","NA","Ex","Av","TA","GLQ","1646","Unf","0","284","1930","1","false","NA","0","3-","1-","1-","1-"
"535179160","80","10400","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","North Ames","Norm","Normal","1Fam","1Story","4","5","1956","1956","A (agr)","Gable","CompShg","Plywood","Plywood","None","0","CBlock","GasA","true","SBrkr","1200","0","0","1","6","Typ","2","Gd","Y","0","189","140","0","0","NA","20","WD ","Family","144000","1","0","3","1200","11","2009","Attchd","1956","Unf","1","294","TA","TA","0","NA","TA","No","TA","Rec","155","LwQ","750","295","1200","1","false","NA","0","3-","3-","3-","3-"
"906223110","80","9938","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Sawyer West","Norm","Normal","1Fam","1Story","7","5","1994","1994","A (agr)","Gable","CompShg","HdBoard","HdBoard","BrkFace","251","PConc","GasA","true","SBrkr","1626","0","0","1","7","Typ","1","TA","Y","424","40","0","0","0","NA","20","WD ","Normal","226500","2","1","3","1626","4","2008","Attchd","1994","RFn","2","534","TA","TA","0","NA","Gd","No","TA","GLQ","1271","Unf","0","331","1602","1","false","NA","0","3-","2-","2-","1-"
"907135180","60","8070","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","College Creek","Norm","Normal","1Fam","1Story","4","5","1994","1995","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","990","0","0","1","5","Typ","0","NA","Y","0","0","0","0","0","NA","20","WD ","Normal","123600","1","0","3","990","8","2007","NA","0","NA","0","0","NA","NA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","3-","3-","3-","1-"
"907280100","90","11248","Pave","NA","Slightly irregular","Lvl","AllPub","Corner","Gtl","College Creek","Norm","Normal","1Fam","1Story","9","5","2002","2002","A (agr)","Hip","CompShg","VinylSd","VinylSd","Stone","215","PConc","GasA","true","SBrkr","1668","0","0","1","7","Typ","1","TA","Y","257","45","0","0","0","NA","20","WD ","Normal","285000","2","0","3","1668","7","2007","Attchd","2002","Fin","3","702","TA","TA","0","NA","Gd","Av","TA","GLQ","1059","Unf","0","567","1626","1","false","NA","0","3-","2-","2-","1-"
"907420050","64","8334","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","College Creek","Norm","Normal","1Fam","1Story","6","5","2006","2007","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","1330","0","0","1","6","Typ","1","Gd","Y","0","23","0","0","0","NA","20","New","Partial","167840","2","0","3","1330","7","2007","Attchd","2006","Fin","2","437","TA","TA","0","NA","Gd","No","TA","Unf","0","Unf","0","1330","1330","0","false","NA","0","3-","2-","2-","1-"
"534226120","70","9100","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","6","1965","1965","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","SBrkr","925","0","0","1","5","Typ","0","NA","Y","0","0","0","0","0","GdWo","20","WD ","Normal","117500","1","0","2","925","7","2009","Detchd","1965","Unf","1","429","TA","TA","0","NA","TA","No","TA","BLQ","338","Rec","466","121","925","0","true","NA","0","3-","3-","3-","1-"
"904100040","55","8250","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Adjacent to feeder street","Normal","1Fam","1Story","5","5","1968","1968","A (agr)","Hip","CompShg","HdBoard","HdBoard","None","0","CBlock","GasA","true","SBrkr","1211","0","0","1","5","Typ","1","TA","Y","0","63","0","0","0","NA","20","WD ","Normal","134000","1","0","3","1211","8","2008","Attchd","1968","Unf","1","322","TA","TA","0","NA","TA","No","TA","BLQ","250","LwQ","492","210","952","0","false","NA","0","3-","3-","3-","1-"
"908127050","73","16133","Pave","NA","Regular","HLS","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1Story","5","4","1969","1969","A (agr)","Gable","CompShg","HdBoard","Plywood","None","0","CBlock","GasA","true","SBrkr","1176","0","0","1","5","Typ","0","NA","Y","0","92","0","0","112","NA","20","WD ","Abnorml","119900","1","0","2","1176","12","2006","Attchd","1969","Unf","1","360","TA","TA","0","NA","Gd","Mn","TA","ALQ","847","Unf","0","329","1176","1","false","NA","0","3-","3-","3-","3-"
"528176030","100","14836","Pave","NA","Slightly irregular","HLS","AllPub","Inside","Mod","Northridge Heights","Norm","Normal","1Fam","1Story","10","5","2004","2005","A (agr)","Hip","CompShg","CemntBd","CmentBd","Stone","730","PConc","GasA","true","SBrkr","2492","0","0","1","8","Typ","1","Ex","Y","226","235","0","0","0","NA","20","WD ","Abnorml","552000","2","1","2","2492","2","2009","Attchd","2004","Fin","3","949","TA","TA","0","NA","Ex","Gd","TA","GLQ","2146","Unf","0","346","2492","1","false","NA","0","3-","1-","1-","1-"
"528439040","74","8847","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Normal","1Fam","1Story","8","5","2005","2005","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","148","PConc","GasA","true","SBrkr","1538","0","0","1","7","Typ","0","NA","Y","146","40","0","0","0","NA","20","WD ","Normal","260000","2","0","3","1538","12","2007","Attchd","2005","RFn","2","484","TA","TA","0","NA","Gd","Av","TA","GLQ","769","Unf","0","769","1538","1","false","NA","0","3-","2-","2-","1-"
"534202170","80","9600","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","5","1967","1967","A (agr)","Hip","CompShg","HdBoard","HdBoard","None","0","CBlock","GasA","true","SBrkr","1568","0","0","1","7","Typ","0","NA","Y","160","40","0","0","0","NA","20","COD","Normal","143000","1","1","3","1568","3","2009","Attchd","1967","Unf","2","440","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","1568","1568","0","false","NA","0","3-","3-","3-","3-"
"535152230","70","8400","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","6","3","1957","1957","A (agr)","Hip","CompShg","BrkFace","BrkFace","None","0","CBlock","GasA","true","SBrkr","1478","0","0","1","6","Typ","2","Gd","Y","114","0","0","0","216","NA","20","WD ","Normal","156500","1","1","3","1478","6","2009","Attchd","1957","RFn","2","442","TA","TA","0","NA","TA","No","TA","ALQ","189","Rec","661","628","1478","1","false","NA","0","3-","3-","3-","2-"
